,Year, County Code, Crop Name, Production, Unit,Price P/I ($), Price P/U,Total Value($)
161,2018,53,ARTICHOKES ,27400.0,Tons ,0.07,1940.0,53156000.0
162,2018,65,ARTICHOKES ,5330.0,Tons ,0.36,1913.13,10197000.0
163,2018,81,ARTICHOKES ,137.0,Tons ,13.69,1875.91,257000.0
164,2018,991,ARTICHOKES ,985.0,Tons ,1.28,1260.15,1241250.0
166,2018,19,ASPARAGUS UNSPECIFIED ,1630.0,Tons ,1.84,2992.02,4877000.0
167,2018,53,ASPARAGUS UNSPECIFIED ,5500.0,Tons ,0.48,2620.0,14410000.0
168,2018,77,ASPARAGUS UNSPECIFIED ,3090.0,Tons ,1.16,3573.14,11041000.0
169,2018,991,ASPARAGUS UNSPECIFIED ,1559.0,Tons ,1.95,3044.03,4745645.0
171,2018,53,AVOCADOS ALL ,1160.0,Tons ,1.94,2250.0,2610000.0
172,2018,65,AVOCADOS ALL ,16200.0,Tons ,0.15,2378.27,38528000.0
173,2018,71,AVOCADOS ALL ,1760.0,Tons ,1.35,2379.55,4188000.0
174,2018,73,AVOCADOS ALL ,47100.0,Tons ,0.05,2569.81,121038000.0
175,2018,79,AVOCADOS ALL ,19200.0,Tons ,0.13,2403.39,46145000.0
176,2018,83,AVOCADOS ALL ,22500.0,Tons ,0.1,2338.53,52617000.0
177,2018,111,AVOCADOS ALL ,52700.0,Tons ,0.04,1959.24,103252000.0
178,2018,991,AVOCADOS ALL ,2572.0,Tons ,0.94,2417.57,6218000.0
180,2018,53,BARLEY FEED ,4300.0,Tons ,0.03,143.02,615000.0
181,2018,107,BARLEY FEED ,11100.0,Tons ,0.02,259.01,2875000.0
183,2018,29,BARLEY UNSPECIFIED ,950.0,Tons ,0.25,234.74,223000.0
184,2018,47,BARLEY UNSPECIFIED ,2660.0,Tons ,0.07,179.7,478000.0
185,2018,49,BARLEY UNSPECIFIED ,7990.0,Tons ,0.02,177.47,1418000.0
186,2018,79,BARLEY UNSPECIFIED ,7990.0,Tons ,0.02,180.98,1446000.0
187,2018,93,BARLEY UNSPECIFIED ,11100.0,Tons ,0.02,230.9,2563000.0
188,2018,991,BARLEY UNSPECIFIED ,5741.0,Tons ,0.04,226.84,1302300.0
190,2018,99,BEANS BLACKEYE (PEAS) ,711.0,Tons ,1.42,1009.85,718000.0
192,2018,7,BEANS DRY EDIBLE UNSPECIFIED ,297.0,Tons ,3.66,1087.54,323000.0
193,2018,11,BEANS DRY EDIBLE UNSPECIFIED ,3380.0,Tons ,0.28,938.76,3173000.0
194,2018,21,BEANS DRY EDIBLE UNSPECIFIED ,895.0,Tons ,1.14,1016.76,910000.0
195,2018,29,BEANS DRY EDIBLE UNSPECIFIED ,1570.0,Tons ,0.52,822.29,1291000.0
196,2018,53,BEANS DRY EDIBLE UNSPECIFIED ,1250.0,Tons ,1.68,2100.0,2625000.0
197,2018,77,BEANS DRY EDIBLE UNSPECIFIED ,5000.0,Tons ,0.16,819.8,4099000.0
198,2018,81,BEANS DRY EDIBLE UNSPECIFIED ,82.0,Tons ,71.53,5865.85,481000.0
200,2018,95,BEANS DRY EDIBLE UNSPECIFIED ,3100.0,Tons ,0.3,941.29,2918000.0
201,2018,99,BEANS DRY EDIBLE UNSPECIFIED ,821.0,Tons ,1.11,909.87,747000.0
202,2018,101,BEANS DRY EDIBLE UNSPECIFIED ,7910.0,Tons ,0.13,1035.52,8191000.0
203,2018,107,BEANS DRY EDIBLE UNSPECIFIED ,6840.0,Tons ,0.14,944.01,6457000.0
205,2018,991,BEANS DRY EDIBLE UNSPECIFIED ,12799.0,Tons ,0.07,847.96,10853000.0
207,2018,81,BEANS FAVA ,882.0,Tons ,1.55,1365.08,1204000.0
209,2018,65,BEANS FRESH UNSPECIFIED ,6210.0,Tons ,0.25,1563.45,9709000.0
210,2018,71,BEANS FRESH UNSPECIFIED ,118.0,Tons ,13.36,1576.27,186000.0
211,2018,99,BEANS FRESH UNSPECIFIED ,457.0,Tons ,1.97,899.34,411000.0
212,2018,111,BEANS FRESH UNSPECIFIED ,2600.0,Tons ,0.53,1379.23,3586000.0
213,2018,991,BEANS FRESH UNSPECIFIED ,5080.0,Tons ,0.36,1824.25,9267200.0
215,2018,99,BEANS LIMA BABY DRY ,2610.0,Tons ,0.35,913.03,2383000.0
217,2018,47,BEANS LIMA LARGE DRY ,2250.0,Tons ,0.41,930.22,2093000.0
218,2018,99,BEANS LIMA LARGE DRY ,7020.0,Tons ,0.2,1369.94,9617000.0
220,2018,77,BEANS LIMA UNSPECIFIED ,2760.0,Tons ,0.39,1068.48,2949000.0
221,2018,991,BEANS LIMA UNSPECIFIED ,43.0,Tons ,27.04,1162.79,50000.0
223,2018,21,BEANS SEED ,1020.0,Tons ,0.9,920.59,939000.0
224,2018,53,BEANS SEED ,596.0,Tons ,5.44,3239.93,1931000.0
225,2018,77,BEANS SEED ,247.0,Tons ,4.26,1052.63,260000.0
227,2018,81,BEANS SNAP UNSPECIFIED ,138.0,Tons ,12.02,1659.42,229000.0
228,2018,85,BEANS SNAP UNSPECIFIED ,4440.0,Tons ,0.38,1689.19,7500000.0
229,2018,991,BEANS SNAP UNSPECIFIED ,6830.0,Tons ,0.26,1742.02,11898000.0
231,2018,111,BEETS GARDEN ,4040.0,Tons ,0.3,1229.46,4967000.0
232,2018,991,BEETS GARDEN ,12764.0,Tons ,0.03,408.73,5217050.0
234,2018,53,BERRIES BLACKBERRIES ,2450.0,Tons ,2.44,5980.0,14651000.0
235,2018,83,BERRIES BLACKBERRIES ,3690.0,Tons ,1.65,6098.64,22504000.0
236,2018,87,BERRIES BLACKBERRIES ,7510.0,Tons ,0.8,6020.37,45213000.0
237,2018,991,BERRIES BLACKBERRIES ,468.0,Tons ,7.27,3404.06,1593100.0
239,2018,19,BERRIES BLUEBERRIES ,4670.0,Tons ,1.46,6804.93,31779000.0
240,2018,29,BERRIES BLUEBERRIES ,1190.0,Tons ,5.57,6624.37,7883000.0
241,2018,77,BERRIES BLUEBERRIES ,11000.0,Tons ,0.5,5554.18,61096000.0
242,2018,83,BERRIES BLUEBERRIES ,1200.0,Tons ,8.24,9890.83,11869000.0
243,2018,107,BERRIES BLUEBERRIES ,16100.0,Tons ,0.39,6300.0,101430000.0
244,2018,111,BERRIES BLUEBERRIES ,1690.0,Tons ,7.05,11911.24,20130000.0
245,2018,991,BERRIES BLUEBERRIES ,832.0,Tons ,4.07,3382.09,2813900.0
247,2018,991,BERRIES BOYSENBERRIES ,411.0,Tons ,17.27,7097.32,2917000.0
249,2018,73,BERRIES BUSHBERRIES UNSPECIFIED ,1540.0,Tons ,7.8,12013.64,18501000.0
252,2018,53,BERRIES RASPBERRIES ,4760.0,Tons ,1.56,7430.04,35367000.0
253,2018,83,BERRIES RASPBERRIES ,4750.0,Tons ,1.61,7624.84,36218000.0
254,2018,87,BERRIES RASPBERRIES ,22600.0,Tons ,0.33,7454.2,168465000.0
255,2018,111,BERRIES RASPBERRIES ,64700.0,Tons ,0.04,2808.81,181730000.0
257,2018,53,BERRIES STRAWBERRIES FRESH MARKET ,499000.0,Tons ,0.0,1380.0,688620000.0
258,2018,67,BERRIES STRAWBERRIES FRESH MARKET ,350.0,Tons ,14.29,5000.0,1750000.0
259,2018,79,BERRIES STRAWBERRIES FRESH MARKET ,150000.0,Tons ,0.01,1522.36,228354000.0
260,2018,83,BERRIES STRAWBERRIES FRESH MARKET ,261000.0,Tons ,0.01,1590.25,415056000.0
261,2018,111,BERRIES STRAWBERRIES FRESH MARKET ,213000.0,Tons ,0.01,2620.24,558112000.0
265,2018,83,BERRIES STRAWBERRIES PROCESSING ,73400.0,Tons ,0.01,864.44,63450000.0
266,2018,111,BERRIES STRAWBERRIES PROCESSING ,146000.0,Tons ,0.01,771.26,112604000.0
268,2018,59,BERRIES STRAWBERRIES UNSPECIFIED ,6150.0,Tons ,0.38,2343.41,14412000.0
270,2018,65,BERRIES STRAWBERRIES UNSPECIFIED ,4100.0,Tons ,0.47,1912.93,7843000.0
271,2018,71,BERRIES STRAWBERRIES UNSPECIFIED ,1790.0,Tons ,1.06,1906.15,3412000.0
272,2018,73,BERRIES STRAWBERRIES UNSPECIFIED ,6680.0,Tons ,0.37,2474.25,16528000.0
273,2018,87,BERRIES STRAWBERRIES UNSPECIFIED ,130000.0,Tons ,0.01,1697.33,220653000.0
274,2018,991,BERRIES STRAWBERRIES UNSPECIFIED ,409.0,Tons ,5.82,2381.15,973890.0
285,2018,53,BROCCOLI FOOD SERVICE ,94900.0,Tons ,0.01,795.01,75446000.0
287,2018,25,BROCCOLI FRESH MARKET ,82100.0,Tons ,0.01,1229.99,100982000.0
288,2018,53,BROCCOLI FRESH MARKET ,285000.0,Tons ,0.0,1100.0,313500000.0
290,2018,107,BROCCOLI PROCESSING ,1460.0,Tons ,0.51,741.1,1082000.0
292,2018,19,BROCCOLI UNSPECIFIED ,17400.0,Tons ,0.05,885.0,15399000.0
293,2018,65,BROCCOLI UNSPECIFIED ,19700.0,Tons ,0.05,1049.8,20681000.0
294,2018,69,BROCCOLI UNSPECIFIED ,18700.0,Tons ,0.06,1187.81,22212000.0
295,2018,79,BROCCOLI UNSPECIFIED ,40200.0,Tons ,0.03,1202.69,48348000.0
296,2018,83,BROCCOLI UNSPECIFIED ,80600.0,Tons ,0.01,996.36,80307000.0
297,2018,85,BROCCOLI UNSPECIFIED ,5710.0,Tons ,0.16,928.37,5301000.0
298,2018,111,BROCCOLI UNSPECIFIED ,1120.0,Tons ,1.33,1491.07,1670000.0
299,2018,991,BROCCOLI UNSPECIFIED ,5767.0,Tons ,0.14,827.67,4773150.0
301,2018,53,BRUSSELS SPROUTS ,43500.0,Tons ,0.04,1800.0,78300000.0
302,2018,81,BRUSSELS SPROUTS ,9630.0,Tons ,0.15,1478.82,14241000.0
303,2018,87,BRUSSELS SPROUTS ,11100.0,Tons ,0.1,1103.78,12252000.0
306,2018,53,CABBAGE CHINESE & SPECIALTY ,9190.0,Tons ,0.09,841.68,7735000.0
307,2018,71,CABBAGE CHINESE & SPECIALTY ,36900.0,Tons ,0.0,178.78,6597000.0
308,2018,991,CABBAGE CHINESE & SPECIALTY ,16980.0,Tons ,0.04,719.55,12218000.0
310,2018,25,CABBAGE HEAD ,35700.0,Tons ,0.02,610.0,21777000.0
311,2018,53,CABBAGE HEAD ,100000.0,Tons ,0.0,379.24,37924000.0
312,2018,65,CABBAGE HEAD ,8730.0,Tons ,0.06,498.63,4353000.0
313,2018,83,CABBAGE HEAD ,49100.0,Tons ,0.01,391.77,19236000.0
314,2018,85,CABBAGE HEAD ,2630.0,Tons ,0.2,514.83,1354000.0
315,2018,111,CABBAGE HEAD ,95300.0,Tons ,0.0,387.95,36972000.0
316,2018,991,CABBAGE HEAD ,14947.0,Tons ,0.03,503.76,7529680.0
318,2018,53,CARROTS FOOD SERVICE ,37700.0,Tons ,0.01,407.0,15344000.0
320,2018,25,CARROTS FRESH MARKET ,111000.0,Tons ,0.0,125.92,13977000.0
321,2018,53,CARROTS FRESH MARKET ,23000.0,Tons ,0.03,648.0,14904000.0
323,2018,25,CARROTS PROCESSING ,294000.0,Tons ,0.0,160.95,47319000.0
325,2018,65,CARROTS UNSPECIFIED ,185000.0,Tons ,0.0,150.54,27850000.0
326,2018,71,CARROTS UNSPECIFIED ,171.0,Tons ,3.21,549.71,94000.0
327,2018,93,CARROTS UNSPECIFIED ,15800.0,Tons ,0.0,52.09,823000.0
328,2018,111,CARROTS UNSPECIFIED ,9850.0,Tons ,0.02,184.26,1815000.0
329,2018,991,CARROTS UNSPECIFIED ,1430605.0,Tons ,0.0,309.81,443209200.0
450,2018,53,CAULIFLOWER FOOD SERVICE ,31500.0,Tons ,0.03,848.0,26712000.0
452,2018,25,CAULIFLOWER FRESH MARKET ,37800.0,Tons ,0.03,1052.75,39794000.0
453,2018,53,CAULIFLOWER FRESH MARKET ,179000.0,Tons ,0.01,1020.0,182580000.0
454,2018,991,CAULIFLOWER FRESH MARKET ,56.0,Tons ,57.08,3196.43,179000.0
456,2018,65,CAULIFLOWER UNSPECIFIED ,12800.0,Tons ,0.11,1458.75,18672000.0
457,2018,79,CAULIFLOWER UNSPECIFIED ,48200.0,Tons ,0.01,624.94,30122000.0
458,2018,83,CAULIFLOWER UNSPECIFIED ,92800.0,Tons ,0.01,807.59,74944000.0
459,2018,991,CAULIFLOWER UNSPECIFIED ,4082.0,Tons ,0.18,723.39,2952870.0
461,2018,53,CELERY FOOD SERVICE ,23800.0,Tons ,0.02,400.0,9520000.0
463,2018,53,CELERY FRESH MARKET ,316000.0,Tons ,0.0,430.0,135880000.0
465,2018,65,CELERY UNSPECIFIED ,32100.0,Tons ,0.01,460.44,14780000.0
466,2018,69,CELERY UNSPECIFIED ,26900.0,Tons ,0.02,600.74,16160000.0
467,2018,79,CELERY UNSPECIFIED ,22000.0,Tons ,0.02,429.91,9458000.0
468,2018,83,CELERY UNSPECIFIED ,95900.0,Tons ,0.0,419.02,40184000.0
469,2018,111,CELERY UNSPECIFIED ,441000.0,Tons ,0.0,450.52,198680000.0
470,2018,991,CELERY UNSPECIFIED ,47915.0,Tons ,0.01,647.28,31014650.0
472,2018,13,CHERRIES SWEET ,823.0,Tons ,6.47,5321.99,4380000.0
473,2018,17,CHERRIES SWEET ,2.0,Tons ,2250.0,4500.0,9000.0
474,2018,19,CHERRIES SWEET ,8900.0,Tons ,0.47,4181.01,37211000.0
475,2018,29,CHERRIES SWEET ,4700.0,Tons ,1.57,7370.21,34640000.0
476,2018,31,CHERRIES SWEET ,3630.0,Tons ,1.9,6890.63,25013000.0
477,2018,39,CHERRIES SWEET ,544.0,Tons ,10.45,5687.5,3094000.0
478,2018,65,CHERRIES SWEET ,20.0,Tons ,185.0,3700.0,74000.0
479,2018,67,CHERRIES SWEET ,2250.0,Tons ,1.49,3358.22,7556000.0
480,2018,69,CHERRIES SWEET ,881.0,Tons ,0.59,519.86,458000.0
481,2018,77,CHERRIES SWEET ,21900.0,Tons ,0.19,4095.57,89693000.0
482,2018,85,CHERRIES SWEET ,185.0,Tons ,17.76,3286.49,608000.0
483,2018,99,CHERRIES SWEET ,6210.0,Tons ,0.88,5470.05,33969000.0
484,2018,107,CHERRIES SWEET ,3750.0,Tons ,2.97,11124.0,41715000.0
485,2018,991,CHERRIES SWEET ,777.0,Tons ,5.53,4293.05,3335700.0
496,2018,991,CHIVES ,95.0,Tons ,167.87,15947.37,1515000.0
515,2018,53,CILANTRO ,8890.0,Tons ,0.18,1610.01,14313000.0
516,2018,111,CILANTRO ,34600.0,Tons ,0.02,747.17,25852000.0
517,2018,991,CILANTRO ,17981.0,Tons ,0.05,955.17,17174850.0
523,2018,7,CITRUS UNSPECIFIED ,1200.0,Tons ,1.85,2225.0,2670000.0
524,2018,19,CITRUS UNSPECIFIED ,27800.0,Tons ,0.02,657.99,18292000.0
525,2018,21,CITRUS UNSPECIFIED ,1680.0,Tons ,1.35,2276.19,3824000.0
526,2018,65,CITRUS UNSPECIFIED ,7410.0,Tons ,0.17,1242.51,9207000.0
527,2018,71,CITRUS UNSPECIFIED ,108.0,Tons ,12.09,1305.56,141000.0
531,2018,991,COLLARD GREENS ,3202.0,Tons ,0.11,366.02,1172000.0
533,2018,11,CORN GRAIN ,14100.0,Tons ,0.01,145.11,2046000.0
534,2018,21,CORN GRAIN ,73100.0,Tons ,0.0,145.92,10667000.0
535,2018,47,CORN GRAIN ,31300.0,Tons ,0.01,273.9,8573000.0
536,2018,67,CORN GRAIN ,87000.0,Tons ,0.0,143.77,12508000.0
537,2018,77,CORN GRAIN ,127000.0,Tons ,0.0,165.72,21047000.0
538,2018,95,CORN GRAIN ,23500.0,Tons ,0.01,159.28,3743000.0
539,2018,101,CORN GRAIN ,35100.0,Tons ,0.01,187.24,6572000.0
540,2018,103,CORN GRAIN ,3020.0,Tons ,0.05,145.36,439000.0
541,2018,107,CORN GRAIN ,8560.0,Tons ,0.02,184.0,1575000.0
542,2018,113,CORN GRAIN ,44100.0,Tons ,0.0,217.01,9570000.0
543,2018,991,CORN GRAIN ,22618.0,Tons ,0.01,157.97,3573000.0
545,2018,19,CORN SILAGE ,480000.0,Tons ,0.0,49.0,23520000.0
546,2018,21,CORN SILAGE ,32900.0,Tons ,0.0,40.0,1316000.0
547,2018,31,CORN SILAGE ,1250000.0,Tons ,0.0,49.58,61979000.0
548,2018,39,CORN SILAGE ,471000.0,Tons ,0.0,46.98,22126000.0
549,2018,47,CORN SILAGE ,2453000.0,Tons ,0.0,45.36,111276000.0
550,2018,65,CORN SILAGE ,29300.0,Tons ,0.0,49.59,1453000.0
551,2018,67,CORN SILAGE ,242000.0,Tons ,0.0,30.01,7262000.0
552,2018,71,CORN SILAGE ,46800.0,Tons ,0.0,49.57,2320000.0
553,2018,77,CORN SILAGE ,1224000.0,Tons ,0.0,35.47,43418000.0
554,2018,97,CORN SILAGE ,3000.0,Tons ,0.02,60.0,180000.0
555,2018,99,CORN SILAGE ,2218000.0,Tons ,0.0,44.0,97592000.0
556,2018,103,CORN SILAGE ,14200.0,Tons ,0.0,38.59,548000.0
557,2018,107,CORN SILAGE ,3111000.0,Tons ,0.0,52.4,163016000.0
560,2018,13,CORN SWEET ALL ,31500.0,Tons ,0.02,598.48,18852000.0
561,2018,19,CORN SWEET ALL ,64000.0,Tons ,0.01,438.0,28032000.0
562,2018,25,CORN SWEET ALL ,76700.0,Tons ,0.01,528.55,40540000.0
563,2018,65,CORN SWEET ALL ,21500.0,Tons ,0.02,477.02,10256000.0
564,2018,67,CORN SWEET ALL ,2770.0,Tons ,0.1,277.26,768000.0
565,2018,71,CORN SWEET ALL ,826.0,Tons ,0.64,525.42,434000.0
566,2018,77,CORN SWEET ALL ,11600.0,Tons ,0.01,172.16,1997000.0
567,2018,85,CORN SWEET ALL ,14100.0,Tons ,0.03,492.41,6943000.0
568,2018,107,CORN SWEET ALL ,2920.0,Tons ,0.14,409.93,1197000.0
569,2018,111,CORN SWEET ALL ,2870.0,Tons ,0.22,627.18,1800000.0
570,2018,991,CORN SWEET ALL ,2208.0,Tons ,0.25,544.57,1202400.0
572,2018,19,COTTON LINT PIMA ,61500.0,Tons ,0.04,2519.51,154950000.0
573,2018,29,COTTON LINT PIMA ,18500.0,Tons ,0.15,2798.11,51765000.0
574,2018,31,COTTON LINT PIMA ,79900.0,Tons ,0.03,2771.94,221478000.0
575,2018,47,COTTON LINT PIMA ,26900.0,Tons ,0.09,2545.87,68484000.0
577,2018,107,COTTON LINT UNSPECIFIED ,11700.0,Tons ,0.15,1724.53,20177000.0
578,2018,991,COTTON LINT UNSPECIFIED ,754.0,Tons ,0.53,400.53,302000.0
580,2018,19,COTTON LINT UPLAND ,2850.0,Tons ,0.62,1758.6,5012000.0
581,2018,21,COTTON LINT UPLAND ,1520.0,Tons ,1.05,1594.74,2424000.0
582,2018,25,COTTON LINT UPLAND ,2650.0,Tons ,0.65,1731.7,4589000.0
583,2018,29,COTTON LINT UPLAND ,1230.0,Tons ,1.37,1681.3,2068000.0
584,2018,31,COTTON LINT UPLAND ,8430.0,Tons ,0.2,1716.13,14467000.0
585,2018,39,COTTON LINT UPLAND ,610.0,Tons ,4.0,2440.98,1489000.0
586,2018,47,COTTON LINT UPLAND ,7980.0,Tons ,0.22,1779.95,14204000.0
587,2018,65,COTTON LINT UPLAND ,11100.0,Tons ,0.13,1420.0,15762000.0
589,2018,107,COTTON SEED PLANTING ,331.0,Tons ,0.76,251.96,83400.0
601,2018,73,CUCUMBERS ,610.0,Tons ,2.09,1273.77,777000.0
602,2018,77,CUCUMBERS ,25900.0,Tons ,0.01,191.04,4948000.0
603,2018,107,CUCUMBERS ,716.0,Tons ,2.17,1550.28,1110000.0
604,2018,111,CUCUMBERS ,5990.0,Tons ,0.42,2513.19,15054000.0
605,2018,991,CUCUMBERS ,1192.0,Tons ,0.39,464.52,553710.0
607,2018,25,DATES ,9320.0,Tons ,0.28,2599.14,24224000.0
608,2018,65,DATES ,34300.0,Tons ,0.07,2260.87,77548000.0
610,2018,19,EGGPLANT ALL ,9330.0,Tons ,0.08,784.99,7324000.0
611,2018,65,EGGPLANT ALL ,3470.0,Tons ,0.24,827.09,2870000.0
612,2018,991,EGGPLANT ALL ,559.0,Tons ,2.92,1631.59,912060.0
631,2018,53,ENDIVE ALL ,3950.0,Tons ,0.19,742.28,2932000.0
632,2018,991,ENDIVE ALL ,341.0,Tons ,5.17,1762.46,601000.0
634,2018,53,ESCAROLE ALL ,2110.0,Tons ,0.43,913.27,1927000.0
695,2018,991,FIELD CROPS UNSPECIFIED ,600.0,Tons ,51.06,30637.17,18382300.0
697,2018,39,FIGS DRIED ,8150.0,Tons ,0.28,2267.12,18477000.0
698,2018,991,FIGS DRIED ,3221.0,Tons ,1.24,3990.37,12852970.0
816,2018,991,FRUITS & NUTS UNSPECIFIED ,15.0,Tons ,29181.73,437726.0,6565890.0
821,2018,19,GARLIC ALL ,203000.0,Tons ,0.01,2136.0,433608000.0
822,2018,29,GARLIC ALL ,45200.0,Tons ,0.03,1579.47,71392000.0
823,2018,49,GARLIC ALL ,2660.0,Tons ,0.21,560.15,1490000.0
824,2018,85,GARLIC ALL ,4250.0,Tons ,0.3,1288.71,5477000.0
825,2018,991,GARLIC ALL ,12290.0,Tons ,0.04,489.9,6020870.0
842,2018,25,GRAPEFRUIT ALL ,8360.0,Tons ,0.06,487.08,4072000.0
843,2018,29,GRAPEFRUIT ALL ,11700.0,Tons ,0.08,907.26,10615000.0
844,2018,65,GRAPEFRUIT ALL ,63500.0,Tons ,0.01,498.39,31648000.0
845,2018,71,GRAPEFRUIT ALL ,1200.0,Tons ,0.35,416.67,500000.0
846,2018,73,GRAPEFRUIT ALL ,24700.0,Tons ,0.03,758.54,18736000.0
847,2018,107,GRAPEFRUIT ALL ,31400.0,Tons ,0.02,709.01,22263000.0
850,2018,19,GRAPES RAISIN ,809000.0,Tons ,0.0,452.37,365964000.0
851,2018,29,GRAPES RAISIN ,326000.0,Tons ,0.0,509.5,166096000.0
852,2018,31,GRAPES RAISIN ,24900.0,Tons ,0.02,377.91,9410000.0
853,2018,39,GRAPES RAISIN ,294000.0,Tons ,0.0,448.85,131961000.0
854,2018,107,GRAPES RAISIN ,127000.0,Tons ,0.01,853.37,108378000.0
855,2018,991,GRAPES RAISIN ,8051.0,Tons ,0.17,1361.45,10961000.0
857,2018,19,GRAPES TABLE ,386000.0,Tons ,0.0,1135.88,438449000.0
858,2018,29,GRAPES TABLE ,754000.0,Tons ,0.0,1676.2,1263854000.0
859,2018,31,GRAPES TABLE ,10500.0,Tons ,0.12,1265.14,13284000.0
860,2018,39,GRAPES TABLE ,28300.0,Tons ,0.06,1779.61,50363000.0
861,2018,65,GRAPES TABLE ,40800.0,Tons ,0.07,2759.04,112569000.0
862,2018,107,GRAPES TABLE ,495000.0,Tons ,0.0,1372.15,679214000.0
863,2018,991,GRAPES TABLE ,474.0,Tons ,4.41,2090.72,991000.0
865,2018,99,GRAPES UNSPECIFIED ,97600.0,Tons ,0.0,478.58,46709000.0
866,2018,991,GRAPES UNSPECIFIED ,550.0,Tons ,7.13,3922.18,2157200.0
868,2018,1,GRAPES WINE ,18100.0,Tons ,0.08,1503.04,27205000.0
869,2018,5,GRAPES WINE ,18200.0,Tons ,0.07,1362.09,24790000.0
870,2018,9,GRAPES WINE ,2280.0,Tons ,0.65,1486.84,3390000.0
871,2018,11,GRAPES WINE ,16200.0,Tons ,0.05,853.46,13826000.0
872,2018,13,GRAPES WINE ,12900.0,Tons ,0.07,897.83,11582000.0
873,2018,17,GRAPES WINE ,6850.0,Tons ,0.24,1630.51,11169000.0
874,2018,19,GRAPES WINE ,769000.0,Tons ,0.0,373.14,286941000.0
875,2018,29,GRAPES WINE ,276000.0,Tons ,0.0,299.0,82523000.0
876,2018,31,GRAPES WINE ,55300.0,Tons ,0.01,293.16,16212000.0
877,2018,33,GRAPES WINE ,46400.0,Tons ,0.04,1755.82,81470000.0
878,2018,39,GRAPES WINE ,388000.0,Tons ,0.0,323.02,125331000.0
879,2018,41,GRAPES WINE ,382.0,Tons ,8.38,3201.57,1223000.0
880,2018,43,GRAPES WINE ,38.0,Tons ,33.24,1263.16,48000.0
881,2018,45,GRAPES WINE ,81900.0,Tons ,0.02,1684.4,137952000.0
882,2018,47,GRAPES WINE ,130000.0,Tons ,0.0,392.85,51070000.0
883,2018,53,GRAPES WINE ,180000.0,Tons ,0.01,1376.43,247758000.0
884,2018,55,GRAPES WINE ,185000.0,Tons ,0.03,5614.05,1038600000.0
885,2018,57,GRAPES WINE ,1880.0,Tons ,0.68,1284.57,2415000.0
886,2018,61,GRAPES WINE ,1070.0,Tons ,1.27,1355.14,1450000.0
887,2018,65,GRAPES WINE ,8800.0,Tons ,0.18,1623.52,14287000.0
888,2018,67,GRAPES WINE ,320000.0,Tons ,0.0,583.68,186777000.0
889,2018,69,GRAPES WINE ,22600.0,Tons ,0.07,1500.66,33915000.0
890,2018,71,GRAPES WINE ,78.0,Tons ,15.45,1205.13,94000.0
891,2018,73,GRAPES WINE ,3280.0,Tons ,0.43,1399.7,4591000.0
892,2018,77,GRAPES WINE ,751000.0,Tons ,0.0,573.23,430492000.0
893,2018,79,GRAPES WINE ,177000.0,Tons ,0.01,1559.33,276002000.0
895,2018,83,GRAPES WINE ,59100.0,Tons ,0.03,2052.57,121307000.0
896,2018,85,GRAPES WINE ,6250.0,Tons ,0.29,1797.6,11235000.0
897,2018,87,GRAPES WINE ,1430.0,Tons ,2.05,2934.97,4197000.0
898,2018,89,GRAPES WINE ,442.0,Tons ,2.57,1138.01,503000.0
899,2018,95,GRAPES WINE ,24000.0,Tons ,0.05,1225.17,29404000.0
900,2018,97,GRAPES WINE ,276000.0,Tons ,0.01,2817.66,777675000.0
901,2018,103,GRAPES WINE ,728.0,Tons ,2.52,1837.91,1338000.0
902,2018,105,GRAPES WINE ,85.0,Tons ,20.35,1729.41,147000.0
903,2018,107,GRAPES WINE ,149000.0,Tons ,0.0,314.0,46786000.0
904,2018,113,GRAPES WINE ,96600.0,Tons ,0.01,865.38,83596000.0
905,2018,991,GRAPES WINE ,1750.0,Tons ,0.74,1298.29,2272000.0
907,2018,111,GREENS TURNIP & MUSTARD ,9400.0,Tons ,0.1,957.98,9005000.0
908,2018,991,GREENS TURNIP & MUSTARD ,6430.0,Tons ,1.11,7169.21,46098000.0
910,2018,991,GUAVAS ,135.0,Tons ,54.91,7412.44,1000680.0
912,2018,1,HAY ALFALFA ,446.0,Tons ,0.55,244.39,109000.0
913,2018,5,HAY ALFALFA ,10600.0,Tons ,0.02,199.25,2112000.0
914,2018,7,HAY ALFALFA ,3080.0,Tons ,0.07,214.61,661000.0
915,2018,11,HAY ALFALFA ,47200.0,Tons ,0.0,196.25,9263000.0
916,2018,13,HAY ALFALFA ,8560.0,Tons ,0.02,196.73,1684000.0
917,2018,19,HAY ALFALFA ,235000.0,Tons ,0.0,225.0,52875000.0
918,2018,21,HAY ALFALFA ,64900.0,Tons ,0.0,189.04,12269000.0
919,2018,25,HAY ALFALFA ,1170000.0,Tons ,0.0,186.71,218455000.0
921,2018,29,HAY ALFALFA ,566000.0,Tons ,0.0,203.16,114991000.0
922,2018,31,HAY ALFALFA ,218000.0,Tons ,0.0,212.07,46232000.0
923,2018,35,HAY ALFALFA ,110000.0,Tons ,0.0,187.58,20634000.0
924,2018,39,HAY ALFALFA ,72600.0,Tons ,0.0,214.08,15542000.0
925,2018,47,HAY ALFALFA ,401000.0,Tons ,0.0,211.69,84888000.0
926,2018,49,HAY ALFALFA ,214000.0,Tons ,0.0,189.58,40570000.0
928,2018,53,HAY ALFALFA ,6100.0,Tons ,0.02,110.0,671000.0
